-40	-70	1.5	47.0401	33.827	-25.2312	0	
-40	-67.6	1.5	30.3225	-6.23929	-45.4109	0	
-40	-65.2	1.5	44.8643	33.4236	-25.4244	0	
-40	-62.8	1.5	43.7293	33.7917	-24.4598	0	
-40	-60.4	1.5	47.2492	9.55704	-50.5822	0	
-40	-58	1.5	68.2084	58.6446	-45.9521	0	
-40	-55.6	1.5	42.5352	5.10957	-23.8995	0	
-40	-53.2	1.5	45.3362	6.58408	-24.0756	0	
-40	-50.8	1.5	68.725	59.674	-26.011	0	
-40	-48.4	1.5	66.4722	57.6817	-22.6014	0	
-40	-46	1.5	43.7746	3.90107	-27.8477	0	
-40	-43.6	1.5	69.5208	56.4833	-23.4747	0	
-40	-41.2	1.5	69.269	61.6011	-46.2335	0	
-40	-38.8	1.5	68.2268	57.1384	-22.1306	0	
-40	-36.4	1.5	70.7353	63.3156	-44.3286	0	
-40	-34	1.5	48.4662	41.1772	-21.9154	0	
-40	-31.6	1.5	42.6091	2.14955	-21.3007	0	
-40	-29.2	1.5	70.8557	57.3466	-42.8882	0	
-40	-26.8	1.5	45.7913	37.4143	-20.7446	0	
-40	-24.4	1.5	43.3758	3.03877	-21.492	0	
-40	-22	1.5	45.3296	31.414	-20.4642	0	
-40	-19.6	1.5	71.15	53.8544	-51.5243	0	
-40	-17.2	1.5	72.4778	30.786	-46.1865	0	
-40	-14.8	1.5	46.1846	6.13155	-46.4807	0	
-40	-12.4	1.5	72.674	67.5369	-47.6421	0	
-40	-10	1.5	73.5947	30.5829	-18.9812	0	
-40	-7.6	1.5	73.2413	32.107	-48.8561	0	
-40	-5.2	1.5	72.8025	29.3926	-20.3264	0	
-40	-2.8	1.5	73.3814	33.1231	-19.1442	0	
-40	-0.4	1.5	72.6689	58.7116	-46.8658	0	
-40	2	1.5	72.6733	30.2617	-21.7051	0	
-40	4.4	1.5	46.7639	4.91694	-21.0313	0	
-40	6.8	1.5	72.991	30.3844	-21.3044	0	
-40	9.2	1.5	44.8629	1.37821	-20.6087	0	
-40	11.6	1.5	44.0746	2.47048	-19.8168	0	
-40	14	1.5	71.0637	28.0915	-18.7212	0	
-40	16.4	1.5	71.3273	29.0198	-43.2092	0	
-40	18.8	1.5	48.4657	36.9989	-20.1614	0	
-40	21.2	1.5	71.3748	62.9784	-21.8262	0	
-40	23.6	1.5	71.5184	29.8429	-47.3572	0	
-40	26	1.5	39.3423	30.3205	-20.8255	0	
-40	28.4	1.5	44.743	3.53696	-20.6627	0	
-40	30.8	1.5	48.6344	7.19625	-42.8903	0	
-40	33.2	1.5	44.7293	37.6889	-22.7416	0	
-40	35.6	1.5	70.2433	65.42	-21.971	0	
-40	38	1.5	42.7619	30.7926	-47.9945	0	
-40	40.4	1.5	43.0115	35.458	-48.2171	0	
-40	42.8	1.5	44.9611	31.259	-44.4988	0	
-40	45.2	1.5	45.3407	6.09839	-46.7213	0	
-40	47.6	1.5	68.6078	28.8181	-22.3021	0	
-40	50	1.5	44.5495	33.9493	-50.508	0	
-37.6	-70	1.5	66.3565	60.1558	-26.0202	0	
-37.6	-67.6	1.5	66.4594	58.6733	-52.8118	0	
-37.6	-65.2	1.5	66.2964	60.6797	-44.3254	0	
-37.6	-62.8	1.5	39.1718	24.6132	-25.6752	0	
-37.6	-60.4	1.5	45.9907	7.53547	-48.0383	0	
-37.6	-58	1.5	68.0092	58.5106	-44.1305	0	
-37.6	-55.6	1.5	68.2497	32.5459	-24.0741	0	
-37.6	-53.2	1.5	42.0831	25.7902	-23.9466	0	
-37.6	-50.8	1.5	68.099	60.2848	-24.2659	0	
-37.6	-48.4	1.5	46.9591	38.3843	-50.488	0	
-37.6	-46	1.5	45.9522	31.3379	-47.9702	0	
-37.6	-43.6	1.5	45.1734	36.1117	-42.7174	0	
-37.6	-41.2	1.5	44.315	37.7342	-21.7216	0	
-37.6	-38.8	1.5	45.1511	35.7656	-51.457	0	
-37.6	-36.4	1.5	70.5403	59.0146	-48.6637	0	
-37.6	-34	1.5	45.518	26.3209	-23.891	0	
-37.6	-31.6	1.5	40.7099	0.262533	-50.7265	0	
-37.6	-29.2	1.5	71.506	29.9593	-21.1338	0	
-37.6	-26.8	1.5	71.2578	55.9116	-44.414	0	
-37.6	-24.4	1.5	45.7756	36.6845	-44.4229	0	
-37.6	-22	1.5	47.3709	35.4964	-49.4403	0	
-37.6	-19.6	1.5	46.7861	29.7605	-20.4369	0	
-37.6	-17.2	1.5	72.807	60.867	-18.7735	0	
-37.6	-14.8	1.5	45.949	31.1354	-18.6434	0	
-37.6	-12.4	1.5	70.335	58.6207	-19.8757	0	
-37.6	-10	1.5	73.0839	65.0184	-21.9151	0	
-37.6	-7.6	1.5	73.1156	30.433	-42.4961	0	
-37.6	-5.2	1.5	39.1022	-3.42509	-19.5042	0	
-37.6	-2.8	1.5	73.509	29.8042	-18.5849	0	
-37.6	-0.4	1.5	70.7922	28.6168	-47.894	0	
-37.6	2	1.5	42.6949	26.0748	-49.733	0	
-37.6	4.4	1.5	43.9275	1.37755	-49.8523	0	
-37.6	6.8	1.5	42.7339	-0.524691	-18.9869	0	
-37.6	9.2	1.5	73.4571	30.6111	-18.3541	0	
-37.6	11.6	1.5	42.9074	31.0631	-18.7541	0	
-37.6	14	1.5	72.2044	29.7883	-23.9876	0	
-37.6	16.4	1.5	73.6744	30.7231	-18.6378	0	
-37.6	18.8	1.5	40.6569	28.789	-47.343	0	
-37.6	21.2	1.5	42.6849	31.6056	-47.6833	0	
-37.6	23.6	1.5	71.7406	30.3535	-22.9888	0	
-37.6	26	1.5	70.9599	62.4578	-21.4918	0	
-37.6	28.4	1.5	71.4321	29.9736	-20.3127	0	
-37.6	30.8	1.5	71.0615	59.4825	-21.0852	0	
-37.6	33.2	1.5	41.8582	30.6352	-47.6466	0	
-37.6	35.6	1.5	44.4308	4.30236	-42.9529	0	
-37.6	38	1.5	70.4446	28.2436	-42.9144	0	
-37.6	40.4	1.5	66.8368	58.07	-23.2583	0	
-37.6	42.8	1.5	45.6113	5.05207	-22.697	0	
-37.6	45.2	1.5	70.2104	59.5118	-23.0579	0	
-37.6	47.6	1.5	43.9994	33.5362	-23.7839	0	
-37.6	50	1.5	68.5945	54.61	-43.6164	0	
-35.2	-70	1.5	67.1337	29.8342	-50.121	0	
-35.2	-67.6	1.5	40.2069	34.12	-49.6954	0	
-35.2	-65.2	1.5	42.0115	4.1225	-52.1649	0	
-35.2	-62.8	1.5	43.0067	36.3153	-24.5986	0	
-35.2	-60.4	1.5	68.4168	51.8037	-23.4423	0	
-35.2	-58	1.5	69.1258	61.8236	-45.4278	0	
-35.2	-55.6	1.5	68.3627	57.2314	-41.6727	0	
-35.2	-53.2	1.5	69.7743	54.2549	-52.3491	0	
-35.2	-50.8	1.5	40.2218	28.1853	-22.5127	0	
-35.2	-48.4	1.5	45.3714	34.3694	-22.7966	0	
-35.2	-46	1.5	49.8294	37.7513	-52.6844	0	
-35.2	-43.6	1.5	45.8262	30.7965	-23.2356	0	
-35.2	-41.2	1.5	71.1859	30.0877	-48.6848	0	
-35.2	-38.8	1.5	72.3429	32.6053	-23.4559	0	
-35.2	-36.4	1.5	68.343	26.9557	-44.1023	0	
-35.2	-34	1.5	43.8337	4.23206	-20.6028	0	
-35.2	-31.6	1.5	70.8157	60.2479	-43.8926	0	
-35.2	-29.2	1.5	70.5917	30.316	-48.0789	0	
-35.2	-26.8	1.5	69.3264	52.9711	-20.173	0	
-35.2	-24.4	1.5	72.7542	61.8962	-49.5958	0	
-35.2	-22	1.5	72.5944	28.661	-20.137	0	
-35.2	-19.6	1.5	50.5844	36.9587	-19.4322	0	
-35.2	-17.2	1.5	73.2813	66.2033	-20.9425	0	
-35.2	-14.8	1.5	73.3298	30.1698	-19.5977	0	
-35.2	-12.4	1.5	73.6528	56.8443	-50.7825	0	
-35.2	-10	1.5	71.973	52.6456	-44.1773	0	
-35.2	-7.6	1.5	50.1268	7.83877	-18.4441	0	
-35.2	-5.2	1.5	74.417	31.6395	-18.4089	0	
-35.2	-2.8	1.5	72.1889	28.6611	-19.1815	0	
-35.2	-0.4	1.5	45.2691	32.9819	-18.9167	0	
-35.2	2	1.5	73.3236	27.946	-19.6442	0	
-35.2	4.4	1.5	73.7999	29.6101	-43.7282	0	
-35.2	6.8	1.5	73.884	59.9867	-19.529	0	
-35.2	9.2	1.5	67.8973	55.3539	-42.7844	0	
-35.2	11.6	1.5	50.9732	40.2915	-43.9543	0	
-35.2	14	1.5	73.7983	31.0352	-19.8329	0	
-35.2	16.4	1.5	72.9633	63.3129	-18.8289	0	
-35.2	18.8	1.5	72.0406	53.9811	-19.4594	0	
-35.2	21.2	1.5	73.037	30.756	-19.6021	0	
-35.2	23.6	1.5	49.1812	6.99447	-20.3345	0	
-35.2	26	1.5	48.0077	6.82594	-48.3625	0	
-35.2	28.4	1.5	43.5517	27.1869	-45.2076	0	
